932.43585,-52.18543,112.086395
978.2016,-84.452835,91.35808
966.7747,-83.12016,4.702652
917.27716,-79.10525,51.727016
879.81573,-91.42521,86.75578
801.3597,-50.33233,172.44702
685.1732,-65.12148,158.87607
608.7943,-81.94833,123.67897
623.0619,-60.146652,186.3709
556.9592,-50.649036,137.88145
536.9726,-73.52928,77.28105
431.61392,-87.47592,54.344307
464.10785,-50.502857,95.39679
506.0296,-48.21592,154.00682
443.2648,-94.52161,245.45174
412.19363,-56.4809,171.41338
411.2498,-67.78213,81.693245
326.10727,-57.6248,107.82544
313.31265,-86.226425,200.03824
211.77742,-59.673637,117.587135
116.6965,-73.02884,62.023087
65.59816,-60.783142,0.14346409
14.502908,-60.56872,29.562714
40.410767,-83.14256,48.014366
69.63456,-49.097237,124.03309
14.437952,-76.62393,106.85951
-35.88127,-91.87994,186.88708
-45.623703,-58.16872,231.60298
12.880905,-57.550785,210.60175
104.67045,-76.28872,166.43979
215.82039,-67.54025,253.86226
87.5007,-56.70705,264.88287
9.888521,-90.38479,288.79236
-18.951654,-59.034325,308.38364
-111.69347,-81.512054,262.20505
-106.33288,-54.464184,283.83914
-36.271362,-81.953125,380.57867
3.9517183,-62.530167,356.96176
46.252815,-83.86312,356.30637
161.7155,-55.067924,339.76712
198.49098,-61.551453,421.9206
298.53418,-67.046776,335.24844
347.0742,-68.13057,390.7551
344.66245,-55.595108,287.18857
462.6647,-60.870487,350.73578
445.85028,-51.31673,400.12302
447.9961,-52.65671,488.94965
454.33524,-52.286686,537.52185
480.44086,-83.73002,577.34814
496.0849,-55.879116,518.1241
508.02277,-72.06417,422.65417
500.8854,-71.06642,386.69803
583.22046,-49.02276,364.4303
523.7915,-95.151474,297.81998
552.6924,-48.408943,230.54134
626.8885,-64.148125,280.16098
675.94806,-66.231316,339.23233
735.7552,-49.83622,246.03108
766.4781,-74.83343,327.58987
735.59076,-75.75467,417.46106
641.8931,-61.884754,410.72192
583.8203,-52.35349,400.0047
563.2959,-71.122055,479.4343
634.3121,-76.72436,467.28036
680.6191,-75.081764,477.7709
782.99005,-69.61213,484.04343
753.8964,-85.675476,545.04443
614.0672,-48.76334,528.9612
564.9745,-61.40251,515.6481
582.10846,-89.11397,572.59326
515.45245,-53.095764,640.58356
491.48413,-53.700787,703.9557
448.17767,-71.25071,609.6578
385.8441,-90.53403,590.8692
396.4709,-62.24081,493.68796
387.12125,-88.85269,465.4127
279.77695,-52.880886,457.87912
322.1292,-52.15104,547.34674
308.16202,-53.108788,635.44775
189.34721,-90.20041,681.633
102.41661,-95.50731,737.9887
83.46736,-82.57354,623.6674
131.51399,-72.28117,574.82184
241.21872,-71.24909,548.2772
224.84909,-72.0697,498.09604
123.8575,-52.7061,492.75137
56.743374,-54.594288,534.84424
48.932064,-90.50107,506.9356
118.48063,-47.67354,439.38736
44.194122,-53.63669,424.51355
-43.94555,-92.489426,425.08868
-25.198296,-81.625114,449.8363
19.33989,-59.29729,504.5121
17.392029,-67.57535,592.40704
7.733136,-60.762047,630.1756
-7.414792,-48.180904,699.07745
-3.1693811,-78.61659,780.1633
93.17453,-73.7019,865.16364
37.394985,-82.90074,891.89856
10.090863,-85.15584,959.6942
82.40493,-64.4718,948.05707
170.36363,-68.01098,1008.65576
186.09483,-86.29873,1039.027
286.60876,-62.921906,1023.96375
243.04878,-82.368546,984.3525
164.11081,-64.11841,894.5437
180.54782,-91.488075,785.33734
285.24268,-91.164696,749.4136
283.4541,-74.81682,852.48584
313.1179,-46.56926,955.55096
348.17874,-61.539734,1037.8469
381.71478,-86.55984,1018.05164
437.29437,-79.127,1006.44556
376.5444,-83.296,901.572
374.03125,-82.967926,827.9793
378.9871,-71.2293,704.1783
476.72256,-79.99189,806.4163
462.48386,-71.085075,892.60547
479.3267,-72.94352,931.04877
526.3592,-67.37094,1002.93463
554.15344,-60.901245,953.94995
549.9897,-73.1783,911.60803
525.747,-48.608437,818.55707
569.75726,-58.867977,724.5837
622.9033,-91.154396,627.8575
692.8341,-65.281746,763.0459
621.9511,-89.992485,862.98456
653.7645,-93.49271,955.55634
621.1745,-92.575264,986.64215
548.26495,-60.800034,1033.7415
564.7237,-92.59465,1049.7446
647.928,-57.038742,1095.083
647.1896,-71.091545,1037.974
691.7643,-82.413704,1010.14264
768.6785,-52.009342,933.4018
728.05743,-75.44563,853.14777
763.9789,-84.683945,725.33777
768.6385,-52.27544,656.1314
816.75,-88.306526,739.99603
860.25165,-92.937744,907.9567
826.9078,-61.101387,992.2719
771.18353,-96.03727,1029.6798
709.1153,-67.22602,1061.1306
772.85114,-49.860104,1109.4054
823.91986,-76.16924,1053.0961
836.65,-71.78486,1065
902.0103,-98.30051,970.1854
943.22235,-52.65477,939.0004
962.5544,-89.513306,863.06476
936.34204,-89.713615,806.8746
888.69543,-74.61971,701.9807
955.78595,-55.780388,610.3658
855.92896,-54.506332,581.32263
852.68207,-52.546494,486.14728
895.3795,-87.29605,525.63855
959.62756,-71.431114,551.74023
920.0047,-70.572876,455.01624
897.7472,-97.5105,422.24942
824.9284,-94.649956,436.87775
856.0041,-62.973408,351.39682
827.67053,-75.823875,243.56721
879.8757,-92.21192,199.062
